ds,yhat,yhat_lower,yhat_upper
2022-08-10,46.63140341778126,37.48961765917946,55.13898168379446
2022-08-11,46.62400624239869,38.19474961686499,54.87779883912476
2022-08-12,46.403150386965095,37.65930522959445,55.15092657479262
2022-08-13,45.9570727330482,37.289865184378556,54.15650045667805
2022-08-14,45.67879934617458,36.79956353172117,54.22954216417142
2022-08-15,46.293372742905746,37.72001352683998,54.61509901306873
2022-08-16,47.031538400730156,37.345495548468705,55.47780036876732
2022-08-17,46.23374690056721,37.09448477401744,54.93069627984316
2022-08-18,46.18528453165113,37.4667827936465,54.588729775367064
2022-08-19,45.93304460474233,37.368832588149075,54.375748556247125
2022-08-20,45.46589016181493,36.71265303655858,53.988050011563836
2022-08-21,45.17723194494963,36.85689336731837,54.007560549484246
2022-08-22,45.792244735348355,36.51063726462851,53.85258935736653
2022-08-23,46.54154903629529,37.79645146566044,54.80059531831628
2022-08-24,45.76521472087058,36.76057625918853,54.341484444482504
2022-08-25,45.74789954829742,37.12317311048119,54.8317661906102
2022-08-26,45.53563470567351,36.95383527664414,54.65655664834979
2022-08-27,45.11620780924982,36.38329338673109,53.58868244692053
2022-08-28,44.881766811432165,36.24152694045041,53.988935502140144
2022-08-29,45.556067352389924,36.88880818217606,53.99851079617343
2022-08-30,46.36818981384538,37.19553257674698,54.94538125632286
2022-08-31,45.65658185072629,37.21416181314682,54.53018307905203
2022-09-01,45.70423835012573,37.19538503291278,54.408121655096565
2022-09-02,45.55552993314599,36.72050522605626,53.56890335562027
2022-09-03,45.196629331729866,36.49820737481563,53.39951163880484
2022-09-04,45.01815795161076,36.41737550173189,54.157121564987214
2022-09-05,45.742474021998575,37.49880499818207,53.6714376188274
2022-09-06,46.59742747816156,38.417438704967964,55.78686476771971
2022-09-07,45.92043629890594,37.60936853469165,54.115727446925014
2022-09-08,45.993695278157425,36.76866693446163,54.48211605609541
2022-09-09,45.861027511428695,36.659410839778744,54.44964927169188
2022-09-10,45.508327183952666,36.83141334838365,54.03968840610198
2022-09-11,45.32621545678175,36.51312766443067,53.64152145604953
2022-09-12,46.037330466586646,37.52525234223869,55.15925463996717
2022-09-13,46.87007641557956,38.799870694460765,55.825071199829914
2022-09-14,46.16268650381887,37.92972588168329,55.07093831104328
2022-09-15,46.1984109236171,38.1702634645459,54.63751586168804
2022-09-16,46.02234062188932,37.526117655880746,54.430698501048994
2022-09-17,45.6218160899222,36.8896634600204,54.248425275174995
2022-09-18,45.389043765558405,36.88769150920219,53.75326055213139
2022-09-19,46.0483420680377,37.18144053588002,54.61261326884996
2022-09-20,46.82984316758671,37.74842686052346,56.09988533790881
2022-09-21,46.07350648461998,37.868642135709344,54.55259632103674
2022-09-22,46.064256463083595,37.73548440984699,54.44647096830217
2022-09-23,45.84875669583242,37.43845729569457,54.112306282846994
2022-09-24,45.415771044893525,37.258932695865354,53.86384463130305
2022-09-25,45.1587356982951,36.457316133308076,53.72673839702171
2022-09-26,45.802965476403905,37.31455112887068,54.184728204009915
2022-09-27,46.579321681803414,38.41914076903013,54.9249413767942
2022-09-28,45.828198544341404,37.231538531966976,54.63502071479528
2022-09-29,45.83464169572311,36.77071919111229,54.545572990310326
2022-09-30,45.64511144697221,36.96187405613577,54.01283862347483
2022-10-01,45.2478419896745,35.91460029598634,53.57983037750669
2022-10-02,45.03542070601495,36.46856029318978,53.87179294335925
2022-10-03,45.73201089774928,37.61391267568717,54.12709834977248
2022-10-04,46.56704497461716,38.458958436685215,55.26130093222985
2022-10-05,45.8792446511332,37.514198427118565,55.883895063320836
2022-10-06,45.95178084333242,37.04447476878862,53.83576685379384
2022-10-07,45.82908507126097,37.15091169905082,54.320543574593806
2022-10-08,45.49726231755197,37.07996825083674,54.355145450983656
2022-10-09,45.34672818157949,36.65587999731347,53.87155235505887
2022-10-10,46.099492151711786,37.73445079261297,54.72966037264702
2022-10-11,46.982912444097224,38.304111488110635,55.5811809052649
2022-10-12,46.333777301521316,37.550645591687605,54.82536543366842
2022-10-13,46.433523768963354,37.826222231715036,54.763919663315136
2022-10-14,46.32510409984976,37.6060690623456,55.02342627476239
2022-10-15,45.99344816655699,37.939509620594905,55.09168250899401
2022-10-16,45.82814324534046,37.191550617821925,54.398230954155295
2022-10-17,46.55075168952758,37.88097413409479,55.01899903064322
2022-10-18,47.388590822517884,38.83974812607575,55.880455178195646
2022-10-19,46.67882905519084,37.97690078725939,55.409481522505956
2022-10-20,46.703708610438994,37.89081915785398,54.72526936620245
2022-10-21,46.507404654253605,37.53207157643754,55.3599592302962
2022-10-22,46.07646913917839,37.217723117915,54.41799345118109
2022-10-23,45.802480967960676,37.820487820487095,54.73739357997347
2022-10-24,46.4093235219791,38.18344564339173,55.24440417581003
2022-10-25,47.12691470773671,38.21475471752627,56.03360951601081
2022-10-26,46.29524461979421,37.6933671963617,55.393247891559525
2022-10-27,46.199532544672444,37.45378180291523,54.31112419146097
2022-10-28,45.88701466371277,37.04752391215047,53.80440072458477
2022-10-29,45.3473124984411,36.23322736303424,54.36229108854509
2022-10-30,44.97500558025441,36.01043329804722,53.0078129837415
2022-10-31,45.496831352103484,36.58168713613134,54.18527682715726
2022-11-01,46.1453394573495,37.11715743708285,54.645022383575856
2022-11-02,45.26285750284824,36.98157413585631,53.95020458072149
2022-11-03,45.13658194383263,36.444566441266,53.49945705431378
2022-11-04,44.815307254520405,36.67795488080131,52.86313046473239
2022-11-05,44.289745067792765,35.43247335548644,53.57022809487009
2022-11-06,43.95505819406146,35.685944985612515,52.7279344618789
2022-11-07,44.538033703336524,36.371375639950585,53.37155326404532
2022-11-08,45.270723115968465,36.8065100291931,54.3667014610286
2022-11-09,44.49440736587892,36.06083875803158,52.76568596009419
2022-11-10,44.49470042817548,35.882304039301225,53.19382759457923
2022-11-11,44.31830467572412,35.894453292349816,52.50873147218114
2022-11-12,43.95336920351686,35.67501350309667,52.04012066512783
2022-11-13,43.792075248067995,35.67185981871555,52.17262742767085
2022-11-14,44.55787178096025,36.071483825496394,53.20326943517747
2022-11-15,45.479187919456834,36.763577351788065,54.36639995381492
2022-11-16,44.89347815091595,36.39139118340993,53.613473526905146
2022-11-17,45.08241234619209,37.32630731021007,54.07900624174808
2022-11-18,45.08872167980695,36.02074797875242,53.784200919912266
2022-11-19,44.896649251202234,36.26780758651602,53.12048655882052
2022-11-20,44.89462751217848,36.625654708088774,53.27881360321586
2022-11-21,45.80260317264202,37.30483578471927,54.561398920433575
2022-11-22,46.845834013197624,38.40734161301825,55.01383002320056
2022-11-23,46.35901146440574,37.4539566784527,54.803517512764635
2022-11-24,46.621518973603685,37.961950506153826,55.82475522323499
2022-11-25,46.67433538460784,38.66853766393706,55.990727453988484
2022-11-26,46.50053085973421,37.98827348826889,54.44846208263977
2022-11-27,46.48797598804681,38.070387165817934,55.14827118645764
2022-11-28,47.3566839923896,38.69925059871313,55.929835456236894
2022-11-29,48.33260991205916,39.53227965202276,56.763284743966665
2022-11-30,47.75176046562652,39.94753538992449,56.52630106333287
2022-12-01,47.8954248380667,38.81211934042365,56.167881028645375
2022-12-02,47.80703621521653,39.78381602225203,57.00577255761206
2022-12-03,47.472612554631894,38.77640204205678,56.51576164717658
2022-12-04,47.28339853529148,39.29726801665322,55.91964733001475
2022-12-05,47.96313020486469,39.23354864387272,56.278666938304305
2022-12-06,48.74174807545065,40.614224870626934,57.34364645228945
2022-12-07,47.95941446765334,38.75648868017823,56.43170668809174
2022-12-08,47.90164761091116,39.96582187191788,56.899059451063245
2022-12-09,47.616084698303744,38.17094491439454,56.68961269158653
2022-12-10,47.09282481098144,38.199912056507074,55.85947535073523
2022-12-11,46.72697606991716,38.684546222833504,55.02864822433416
2022-12-12,47.24583087620162,39.00083497412546,56.240265554171046
2022-12-13,47.8824972006551,38.900537040974186,55.880407280696836
2022-12-14,46.97984374292649,38.91868038689734,54.94178738879157
2022-12-15,46.8255732467348,38.305530807366104,55.32815862028947
2022-12-16,46.46893766094072,38.00083212558897,55.51048513679807
2022-12-17,45.901047227127435,37.3203235682982,54.57777855516784
2022-12-18,45.517398661015065,37.15640976393646,53.65266450895408
2022-12-19,46.0450467217103,37.251060765133055,54.548492115562155
2022-12-20,46.71624717439324,37.872057756561,55.256580187634434
2022-12-21,45.872428622332556,36.69155866892646,53.925184456544
2022-12-22,45.79930677287513,37.01018511466044,54.502543787369184
2022-12-23,45.54365373080262,36.66202869415347,54.415156988784815
2022-12-24,45.093673003338466,36.887531287490596,53.867013067235355
2022-12-25,44.8416036482746,36.194090621337196,53.27331229764436
2022-12-26,45.51097590478547,37.18410731140114,54.11696670547494
2022-12-27,46.33034414484252,36.994742968914494,54.68278812246968
2022-12-28,45.63735231182473,36.612867418428294,54.319339371848784
2022-12-29,45.71394301553875,36.73288699817517,54.12490037452283
2022-12-30,45.60322047296951,36.60823017518855,54.228378062711116
2022-12-31,45.28991558306151,36.45399783682859,53.418790520911884
2023-01-01,45.163074316685325,36.60314061696811,53.65957822025391
2023-01-02,45.94338963919804,37.51150996827199,54.38124386397854
2023-01-03,46.857000909371585,38.035603830414026,55.789664241186024
2023-01-04,46.239614288659915,37.49799677386491,54.67876296389509
2023-01-05,46.371754002300946,37.84175469800225,54.786691277912794
2023-01-06,46.295653652497215,38.215004387199684,54.22724422521436
2023-01-07,45.995735245749664,37.51873060933643,55.10723895905382
2023-01-08,45.86129686709584,37.432385495637256,54.755184429921485
2023-01-09,46.613829353001876,38.439183985624574,54.5174502099828
2023-01-10,47.48078641854014,39.64491779663154,56.12013717617383
2023-01-11,46.799662647212685,38.33371835589295,55.473877731209825
2023-01-12,46.853190397237995,38.7603161559318,55.512551120672796
2023-01-13,46.68616634155782,38.2748891420437,55.15943469685211
2023-01-14,46.28585708397206,37.94198532676772,54.60747985669387
2023-01-15,46.04460677999813,37.55692590890162,54.006940937872
2023-01-16,46.687069271899965,38.091494269477906,54.90275284262061
2023-01-17,47.44389145563435,38.27744832825425,55.625798760236165
2023-01-18,46.65570459447427,38.19827420955504,55.44684036674196
2023-01-19,46.60823692303622,38.0697867815878,55.602737730049185
2023-01-20,46.34906047182419,38.34906744479633,54.70357291807167
2023-01-21,45.86792363288203,37.705983016210546,54.191115286793504
2023-01-22,45.559294284285876,36.401352500284716,53.49084324778277
2023-01-23,46.149537634237205,37.28192936611113,54.930035317579794
2023-01-24,46.87055687372156,38.12487002647783,55.09627763952426
2023-01-25,46.06375440861905,36.85140008686409,54.73601378479481
2023-01-26,46.015127729694484,37.66742962764464,55.06024662399533
2023-01-27,45.772013209573856,37.157051736086146,54.15283127247069
2023-01-28,45.323429334049266,36.999961428131776,54.292430113150104
2023-01-29,45.06264381743976,36.35271142911309,53.71767385479997
2023-01-30,45.714388036650575,37.28841443727179,54.12587810020154
2023-01-31,46.508545818707205,37.85477665278464,55.29535552726075
2023-02-01,45.78417299751649,37.90115392737964,54.848514820240396
2023-02-02,45.8246601801717,37.590795215491845,54.44024424691767
2023-02-03,45.67455017256232,37.556472524742894,54.45434538505393
2023-02-04,45.31995956975986,36.89668256206546,54.40096501304549
2023-02-05,45.151226835690046,36.27029732741028,53.61232679502912
2023-02-06,45.890208129944284,37.85273395077432,54.677944580133506
2023-02-07,46.764045737459725,37.68579714653493,55.41550329715361
2023-02-08,46.10926339593563,37.36967861479024,54.63597727581652
2023-02-09,46.20699895423298,37.35493583399552,54.19548759131635
2023-02-10,46.09988397075157,37.5057277603415,54.14919290804073
2023-02-11,45.772518130560265,37.433410993429305,54.56552019855511
2023-02-12,45.61415943499996,36.99355839481191,54.10528254215227
2023-02-13,46.34605034166043,38.642190533837194,55.08555087484324
2023-02-14,47.19520394803532,38.13654160281696,55.877834613080005
2023-02-15,46.4985040873912,37.743379430701054,55.02888367395976
2023-02-16,46.537929688952026,38.13705730021749,55.188205308170716
2023-02-17,46.357413275670055,37.253603990288454,54.35717074401443
2023-02-18,45.94328207903486,37.237659122910465,54.31118254592414
2023-02-19,45.68690364378372,37.19736088822657,54.027866286176845
2023-02-20,46.311957311972286,38.20808236338757,55.50295864726804
2023-02-21,47.04815714987099,38.06416473995814,55.45344577742768
2023-02-22,46.2352818748495,38.03353111788094,55.151061822514414
2023-02-23,46.15832399546777,37.25130367667056,53.847657073566594
2023-02-24,45.86427002184831,37.47850576545442,54.85214891228897
2023-02-25,45.34246227927164,37.154612967015424,54.040172866744115
2023-02-26,44.987166266808146,36.235549323494105,53.5400277229396
2023-02-27,45.5247669804012,37.57154919917902,54.43691429393153
2023-02-28,46.18742170225971,37.84054152940788,54.612997863146425
2023-03-01,45.317026610060054,36.327719411175885,53.601884032454656
2023-03-02,45.20031060109488,37.04693208151634,54.12226969003
2023-03-03,44.88557170321492,36.39085854428255,53.79559871279007
2023-03-04,44.36300345442654,36.094408656585664,52.587993091796925
2023-03-05,44.02724028975178,35.720506672700104,52.85788221464111
2023-03-06,44.604543739318096,36.022813365857736,53.57831106151709
2023-03-07,45.32645756528173,35.99933027740901,53.86591718557863
2023-03-08,44.53378906730105,36.190968386097,53.33299451016339
2023-03-09,44.51172993819633,36.36062737371643,53.17070673081811
2023-03-10,44.30662916408222,36.28732325990781,52.69015376622953
2023-03-11,43.9063685959623,35.07175707133002,52.312753327645254
2023-03-12,43.70296468708674,34.81576525978241,52.13931757353695
2023-03-13,44.41981884259428,36.168421939298064,53.330040787800066
2023-03-14,45.28544241430625,37.14582626395928,53.56399051516198
2023-03-15,44.63751177151361,36.11546397130591,53.52675107749809
2023-03-16,44.75806494679314,36.26320449028857,53.49404432879775
2023-03-17,44.69035043435254,36.15630838862228,52.69603927083152
2023-03-18,44.419276866452755,36.39812176825054,53.00782242842425
2023-03-19,44.334085224689346,36.27864050923917,53.533977470013454
2023-03-20,45.15566430562481,36.64878224457211,53.53556645804099
2023-03-21,46.110333900007014,38.04696335355333,54.99600959088528
2023-03-22,45.5339497346484,36.98337723247157,54.10857608844198
2023-03-23,45.70714051930317,36.748774306324286,54.019354938190176
2023-03-24,45.67218677108113,37.20987247079061,54.04381300310119
2023-03-25,45.413489508700785,36.73466316399287,54.021464714505306
2023-03-26,45.32025012459239,36.46828987988995,53.66248152796904
2023-03-27,46.113782095119454,37.83383996679751,53.809636725459384
2023-03-28,47.02127921611094,38.66522235724825,55.90086915580994
2023-03-29,46.37989491815552,37.71412610179656,54.8522655863937
2023-03-30,46.47194377017361,38.18501212439724,55.011821618577045
2023-03-31,46.34173584731101,38.019086793204906,54.96150601999852
2023-04-01,45.975993267609084,37.28405391469367,54.33679818727602
2023-04-02,45.766471592267244,37.19367387847779,53.93012843918085
2023-04-03,46.43720827332805,38.44140075493912,54.734726343836684
2023-04-04,47.218224455797234,38.23209965015089,55.830331199730246
2023-04-05,46.44953636206142,37.81659291460851,54.801268086764445
2023-04-06,46.416229814436306,37.669868498323225,54.50836953598611
2023-04-07,46.165406406510265,37.171427546356924,54.8451589455499
2023-04-08,45.68635984053979,37.16637074543671,53.871200341158044
2023-04-09,45.37319895815842,36.744073933991174,53.80330549432956
2023-04-10,45.952044785525814,37.72682771233839,54.691094778768985
2023-04-11,46.65468827953794,37.8151460054975,54.969275479143185
2023-04-12,45.82256594344673,37.12095095963012,55.0379786217198
2023-04-13,45.741866822551884,36.837346072337446,54.17988132719991
2023-04-14,45.46028369017742,36.661748218849645,54.36802791755745
2023-04-15,44.967359545976905,36.72274702193908,53.134936083766746
2023-04-16,44.657053582965325,36.271070131706594,53.33726651659309
2023-04-17,45.25494988298978,36.66914908252109,53.77410102497776
2023-04-18,45.99193581856045,38.07606805689468,54.469006535527086
2023-04-19,45.20820664610637,36.688317306232484,53.464118952763556
2023-04-20,45.18840892853765,36.82280296970406,53.563452706151686
2023-04-21,44.97843456117166,36.84365500003574,53.274324910595496
2023-04-22,44.56581535299533,36.708307970323496,53.3366021951092
2023-04-23,44.34234104791224,35.92777911833904,52.976990730237645
2023-04-24,45.03132270635301,36.54826315045297,53.66023261748832
2023-04-25,45.86132705304166,37.97396988794786,54.19078411641292
2023-04-26,45.17023690592078,37.00942924355187,53.58020131311866
2023-04-27,45.240448989979654,36.27913759899719,53.83344462056147
2023-04-28,45.11571964392339,36.571897154385766,53.74559077907487
2023-04-29,44.781607202927205,35.533983232915915,52.862318712962626
2023-04-30,44.628132897145136,36.23090404678971,53.41387330922228
2023-05-01,45.37708128744836,36.70305953951201,53.30305148466426
2023-05-02,46.25576510921527,37.582678751939746,54.88349921518899
2023-05-03,45.601109081969334,37.28789001382947,54.35511234874076
2023-05-04,45.694863617218644,36.575953890396626,53.709890658968355
2023-05-05,45.580458750928145,36.787406869369846,53.6191719933072
2023-05-06,45.24344709071917,36.92732433509403,53.360862115564416
2023-05-07,45.07415780697456,36.594274116750384,53.54298136528445
2023-05-08,45.794983051069295,37.4313243615887,53.770781153480094
2023-05-09,46.63412219148975,38.45482166315772,54.96436542030301
2023-05-10,45.92963908594996,37.3760777088012,54.31488183133507
2023-05-11,45.96463233805637,37.500601463719605,54.733675737060445
2023-05-12,45.784088562269964,37.218622268464046,54.335396264951946
2023-05-13,45.37525075723933,36.43624311945653,53.67620332881699
2023-05-14,45.130242454069304,36.57579728431217,53.74228798537297
2023-05-15,45.77331122203571,37.13727094377091,54.63807268580087
2023-05-16,46.5345297026499,37.76312243073549,55.214001963905666
2023-05-17,45.753810378989556,37.0427314725883,54.20465579847349
2023-05-18,45.71604673233337,37.00465964804006,53.90100074932768
2023-05-19,45.46789285917309,37.14655895939071,54.616764227023275
2023-05-20,44.99813207071432,36.46934750616577,53.30576092951544
2023-05-21,44.70025818091755,36.20171939526051,53.64504278075155
2023-05-22,45.29969245113641,36.589426831222944,53.493303501884974
2023-05-23,46.027463041167486,37.56544451512957,54.178661504884
2023-05-24,45.22420348917221,37.01539419214099,53.52046953042821
2023-05-25,45.17528305853233,36.99203886959068,53.64807426884163
2023-05-26,44.92758108292585,35.93426899241714,52.95677285274486
2023-05-27,44.46985576633054,35.96824191637745,52.98448731948844
2023-05-28,44.195330962138904,36.23506314643492,53.3478322966718
2023-05-29,44.82892361050793,36.090420644060956,52.900607787528735
2023-05-30,45.600938299364515,37.115938926960155,54.49500096286082
2023-05-31,44.85108500450312,37.220061939909996,53.32501334022065
2023-06-01,44.863632311651706,36.37521941621688,53.30591583845572
2023-06-02,44.684207663340615,36.48150026648186,53.97446340894174
2023-06-03,44.300194460802935,34.97893819124499,52.73750981805719
2023-06-04,44.103348896023334,35.78971623360506,52.18680316202897
2023-06-05,44.817058535989155,36.095234541107935,52.97578256712954
2023-06-06,45.67006847368476,37.08966647179623,54.409952760503884
2023-06-07,45.00053046943791,36.47485344865752,53.41294907313799
2023-06-08,45.09118678437789,36.53332184810975,53.63257654530543
2023-06-09,44.98619968869886,36.43769384575172,53.18832364442733
2023-06-10,44.67157596425969,36.75088344116008,53.685547189924435
2023-06-11,44.5378088223817,36.192613327641894,52.68956504882204
2023-06-12,45.307158866278385,36.75108989943646,54.00818375104251
2023-06-13,46.20739958522424,37.90394246747528,55.29399870213154
2023-06-14,45.57588254400268,36.39584146608593,53.904446339254825
2023-06-15,45.6944953621445,37.43654743685973,54.4828603710594
2023-06-16,45.60721541464387,36.63975493995915,53.4258881704392
2023-06-17,45.29982436535988,37.2585511051995,53.57800956249657
2023-06-18,45.16279010471255,36.42060720698219,53.97362852697551
2023-06-19,45.918545708227384,36.94059629508115,54.01619606422725
2023-06-20,46.79522943387632,38.05749655844834,55.59915496762294
2023-06-21,46.130741087817356,37.768144717365466,54.47023494267767
2023-06-22,46.20792647933528,37.52787462298768,55.04953465255798
2023-06-23,46.07140107427113,37.25146314267629,54.726111142535665
2023-06-24,45.70796239370529,37.23029939259492,54.17962415872472
2023-06-25,45.509213898970515,36.65220841106592,54.16753804340218
2023-06-26,46.19882239733862,37.68926182604242,55.12626004642816
2023-06-27,47.006234936424725,38.29310483538564,55.16890392357723
2023-06-28,46.270710898544614,37.97465694624752,54.49830853520745
2023-06-29,46.27648141029801,37.86477494745868,54.78447518997683
2023-06-30,46.069547579190974,38.444005160776044,54.696205039309476
2023-07-01,45.63806751111555,36.775866000147644,54.1112991066109
2023-07-02,45.374955256785036,36.229501789413526,53.92121302891717
2023-07-03,46.00511412436478,37.10485230838843,54.429676113637505
2023-07-04,46.75913072083867,37.99502587395898,55.17607292047865
2023-07-05,45.97728581476109,37.41471671061987,54.32671969513278
2023-07-06,45.94469449933676,37.23373244676774,54.48085445398258
2023-07-07,45.708087508626036,37.7659610094699,54.2197428511572
2023-07-08,45.25618395378882,36.344954156185025,54.15339368663763
2023-07-09,44.9822789073448,37.75811283569498,53.39236716888864
2023-07-10,45.61146851409965,36.57980710885652,53.622265701826386
2023-07-11,46.374339188526704,37.414887192364155,54.49376432488213
2023-07-12,45.61097713956375,36.97857846327139,54.79550873043742
2023-07-13,45.606110795665735,37.03721641379952,54.46382650680848
