booking_id,total_price,predicted_price,price_diff,price_recommendation
BK00072,1960,1960.3363,0.3363037109375,Raise
BK00073,1309,1307.2216,-1.7784423828125,Lower
BK00074,834,836.94745,2.94744873046875,Raise
BK00075,1184,1184.5582,0.5582275390625,Raise
BK00076,582,582.6362,0.63623046875,Raise
BK00077,702,698.91907,-3.0809326171875,Lower
BK00078,1365,1366.5422,1.542236328125,Raise
BK00079,785,785.1502,0.15020751953125,Raise
BK00080,190,190.37271,0.372711181640625,Raise
BK00081,256,258.57196,2.57196044921875,Raise
BK00082,2156,2158.3289,2.328857421875,Raise
BK00083,910,908.52246,-1.4775390625,Lower
BK00084,640,641.8717,1.8717041015625,Raise
BK00085,1936,1936.7648,0.7647705078125,Raise
BK00086,2101,2099.949,-1.051025390625,Lower
BK00087,1020,1023.7605,3.760498046875,Raise
BK00088,640,643.9112,3.91119384765625,Raise
BK00089,355,352.179,-2.821014404296875,Lower
BK00090,636,637.0081,1.00811767578125,Raise
BK00091,644,645.82764,1.82763671875,Raise
BK00092,225,219.56805,-5.43194580078125,Lower
BK00093,959,956.4442,-2.5557861328125,Lower
BK00095,1188,1194.8522,6.8521728515625,Raise
BK00096,560,562.4213,2.42132568359375,Raise
BK00097,1232,1229.3606,-2.639404296875,Lower
BK00098,320,317.22876,-2.771240234375,Lower
BK00099,1539,1540.5303,1.5302734375,Raise
BK00100,406,404.5584,-1.44158935546875,Lower
BK00101,819,813.98773,-5.01226806640625,Lower
BK00102,1080,1082.5526,2.5526123046875,Raise
BK00103,749,745.1206,-3.87939453125,Lower
BK00104,2324,2322.742,-1.258056640625,Lower
BK00105,1620,1615.2516,-4.7484130859375,Lower
BK00106,612,613.16376,1.16375732421875,Raise
BK00107,416,417.77112,1.7711181640625,Raise
BK00108,531,528.862,-2.13800048828125,Lower
BK00109,1474,1478.9323,4.9322509765625,Raise
BK00110,1274,1274.9253,0.92529296875,Raise
BK00111,552,546.469,-5.531005859375,Lower
BK00112,624,624.7605,0.760498046875,Raise
BK00113,966,959.8114,-6.1885986328125,Lower
BK00114,1001,1003.14,2.1400146484375,Raise
BK00115,520,522.81036,2.81036376953125,Raise
BK00116,2292,2292.1047,0.104736328125,Raise
BK00117,489,489.7224,0.722412109375,Raise
BK00118,1045,1047.6351,2.6351318359375,Raise
BK00119,1651,1651.7943,0.7943115234375,Raise
BK00120,536,534.9809,-1.01910400390625,Lower
BK00121,240,240.40926,0.4092559814453125,Raise
BK00122,798,796.33624,-1.66375732421875,Lower
BK00123,1755,1754.0153,-0.9847412109375,Lower
BK00124,714,713.84546,-0.154541015625,Lower
BK00125,374,373.74622,-0.2537841796875,Lower
BK00126,388,388.20242,0.202423095703125,Raise
BK00127,896,890.91797,-5.08203125,Lower
BK00128,414,410.67624,-3.323760986328125,Lower
BK00129,496,497.40927,1.409271240234375,Raise
BK00130,1056,1049.7029,-6.297119140625,Lower
BK00131,2394,2389.533,-4.467041015625,Lower
BK00132,1078,1077.8531,-0.1468505859375,Lower
BK00133,584,580.8095,-3.19049072265625,Lower
BK00134,1008,1006.7854,-1.214599609375,Lower
BK00135,1392,1391.024,-0.9759521484375,Lower
BK00136,385,384.51523,-0.484771728515625,Lower
BK00137,595,596.5405,1.54052734375,Raise
BK00138,990,989.7527,-0.247314453125,Lower
BK00139,936,939.8966,3.8966064453125,Raise
BK00140,950,947.8824,-2.11761474609375,Lower
BK00141,544,542.47455,-1.52545166015625,Lower
BK00142,1128,1127.1293,-0.8707275390625,Lower
BK00143,567,566.2371,-0.76287841796875,Lower
BK00144,1308,1303.0846,-4.9154052734375,Lower
BK00145,504,501.2346,-2.765411376953125,Lower
BK00146,600,600.12415,0.1241455078125,Raise
BK00147,1210,1204.2238,-5.7762451171875,Lower
BK00148,546,549.3499,3.34991455078125,Raise
BK00149,760,756.5351,-3.46490478515625,Lower
BK00150,663,663.3186,0.318603515625,Raise
BK00151,528,534.51984,6.51983642578125,Raise
BK00152,1590,1592.0686,2.068603515625,Raise
BK00153,672,669.18976,-2.81024169921875,Lower
BK00154,488,491.81485,3.814849853515625,Raise
BK00155,959,956.46747,-2.53253173828125,Lower
BK00156,1232,1235.3639,3.3638916015625,Raise
BK00157,1536,1535.7833,-0.2166748046875,Lower
BK00158,702,707.05817,5.05816650390625,Raise
BK00159,1560,1559.3209,-0.6790771484375,Lower
BK00160,749,745.1206,-3.87939453125,Lower
BK00161,930,929.78906,-0.2109375,Lower
BK00162,938,938.7348,0.73480224609375,Raise
BK00163,684,685.2391,1.23907470703125,Raise
BK00164,142,142.43578,0.4357757568359375,Raise
BK00165,386,386.2997,0.299713134765625,Raise
BK00166,936,934.4248,-1.5751953125,Lower
BK00167,828,830.22815,2.2281494140625,Raise
BK00168,2492,2491.171,-0.8291015625,Lower
BK00169,1197,1194.4884,-2.5115966796875,Lower
BK00170,736,736.6727,0.6727294921875,Raise
BK00171,2086,2083.0608,-2.939208984375,Lower
BK00172,198,196.5209,-1.479095458984375,Lower
BK00173,936,930.9842,-5.01580810546875,Lower
BK00174,1000,1009.7707,9.77069091796875,Raise
BK00175,1930,1934.2498,4.249755859375,Raise
BK00176,150,150.71133,0.711334228515625,Raise
BK00177,1872,1869.9171,-2.0828857421875,Lower
BK00178,1062,1064.9668,2.966796875,Raise
BK00179,177,177.39621,0.396209716796875,Raise
BK00180,584,580.8095,-3.19049072265625,Lower
BK00181,909,909.51654,0.51654052734375,Raise
BK00182,348,346.6619,-1.338104248046875,Lower
BK00183,1593,1595.0487,2.0487060546875,Raise
BK00184,272,274.5464,2.54638671875,Raise
BK00185,2422,2424.4504,2.450439453125,Raise
BK00186,342,340.8875,-1.11248779296875,Lower
BK00187,1128,1127.1293,-0.8707275390625,Lower
BK00188,1243,1240.9679,-2.0321044921875,Lower
BK00189,784,783.4328,-0.56719970703125,Lower
BK00190,1674,1670.5692,-3.4307861328125,Lower
BK00191,850,851.33594,1.3359375,Raise
BK00192,189,189.79073,0.7907257080078125,Raise
BK00193,240,240.40926,0.4092559814453125,Raise
BK00194,1071,1068.6147,-2.38525390625,Lower
BK00195,2057,2057.2493,0.249267578125,Raise
BK00196,406,404.53525,-1.464752197265625,Lower
BK00197,1045,1047.6119,2.6119384765625,Raise
BK00198,308,307.1487,-0.851287841796875,Lower
BK00199,528,527.77234,-0.2276611328125,Lower
BK00200,1440,1434.2001,-5.7999267578125,Lower
BK00201,1050,1051.1097,1.1097412109375,Raise
BK00202,910,914.6992,4.69921875,Raise
BK00203,424,423.82782,-0.17218017578125,Lower
BK00204,1521,1528.8993,7.8992919921875,Raise
BK00205,1155,1147.6741,-7.325927734375,Lower
BK00206,374,373.74622,-0.2537841796875,Lower
BK00207,1267,1273.1661,6.1661376953125,Raise
BK00208,2072,2072.2668,0.266845703125,Raise
BK00209,1062,1065.0759,3.075927734375,Raise
BK00210,513,514.58075,1.58074951171875,Raise
BK00211,2408,2406.7883,-1.211669921875,Lower
BK00212,246,239.70656,-6.2934417724609375,Lower
BK00213,2028,2029.5991,1.59912109375,Raise
BK00214,1264,1262.5546,-1.4454345703125,Lower
BK00215,539,541.0612,2.06121826171875,Raise
BK00217,1612,1609.4767,-2.5233154296875,Lower
BK00218,1278,1284.1775,6.177490234375,Raise
BK00219,1330,1328.666,-1.333984375,Lower
BK00220,1428,1428.8843,0.88427734375,Raise
BK00221,480,480.6397,0.63970947265625,Raise
BK00222,900,903.0766,3.07659912109375,Raise
BK00223,568,569.22363,1.2236328125,Raise
BK00224,1180,1183.9983,3.998291015625,Raise
BK00225,555,552.7935,-2.20648193359375,Lower
BK00226,715,715.97144,0.971435546875,Raise
BK00227,267,265.49277,-1.507232666015625,Lower
BK00228,312,314.6741,2.674102783203125,Raise
BK00229,704,708.97766,4.9776611328125,Raise
BK00230,765,763.4458,-1.55419921875,Lower
BK00231,996,1004.09845,8.09844970703125,Raise
BK00232,440,441.69336,1.693359375,Raise
BK00233,292,291.38968,-0.610321044921875,Lower
BK00234,671,667.21375,-3.7862548828125,Lower
BK00235,2436,2436.4993,0.499267578125,Raise
BK00236,266,266.98557,0.985565185546875,Raise
BK00237,2244,2242.548,-1.451904296875,Lower
BK00238,450,449.29974,-0.70025634765625,Lower
BK00239,486,485.01562,-0.984375,Lower
BK00240,336,333.5629,-2.437103271484375,Lower
BK00241,2254,2256.7976,2.797607421875,Raise
BK00242,1112,1107.9144,-4.0855712890625,Lower
BK00243,393,399.1059,6.10589599609375,Raise
BK00244,183,183.87119,0.871185302734375,Raise
BK00245,416,417.77112,1.7711181640625,Raise
BK00246,1708,1708.4847,0.4847412109375,Raise
BK00247,1781,1786.365,5.364990234375,Raise
BK00248,330,327.8811,-2.118896484375,Lower
BK00249,510,508.05157,-1.94842529296875,Lower
BK00250,606,602.0856,-3.9144287109375,Lower
BK00251,592,593.90796,1.907958984375,Raise
BK00252,996,994.2202,-1.77978515625,Lower
BK00253,1606,1605.3777,-0.622314453125,Lower
BK00254,1176,1171.669,-4.3310546875,Lower
BK00255,333,334.96143,1.96142578125,Raise
BK00256,747,746.3298,-0.67022705078125,Lower
BK00257,860,861.67816,1.67816162109375,Raise
BK00258,612,613.16376,1.16375732421875,Raise
BK00259,654,656.0794,2.07940673828125,Raise
BK00260,1098,1106.5283,8.5283203125,Raise
BK00261,1210,1204.2238,-5.7762451171875,Lower
BK00263,615,609.4381,-5.5618896484375,Lower
BK00264,763,762.9796,-0.0203857421875,Lower
BK00265,581,581.36774,0.36773681640625,Raise
BK00266,728,727.7524,-0.24761962890625,Lower
BK00267,1590,1592.0686,2.068603515625,Raise
BK00268,224,224.16577,0.165771484375,Raise
BK00269,1442,1440.7797,-1.2203369140625,Lower
BK00270,408,407.63812,-0.36187744140625,Lower
BK00271,1529,1525.1393,-3.8607177734375,Lower
BK00272,166,166.4704,0.47039794921875,Raise
BK00273,756,762.9641,6.964111328125,Raise
BK00274,1620,1615.2516,-4.7484130859375,Lower
BK00275,580,581.0381,1.0380859375,Raise
BK00276,1177,1173.0734,-3.9266357421875,Lower
BK00277,1683,1687.8661,4.8660888671875,Raise
BK00278,1740,1738.1543,-1.845703125,Lower
BK00279,532,530.49243,-1.507568359375,Lower
BK00280,1428,1431.2389,3.2388916015625,Raise
BK00281,984,982.592,-1.40802001953125,Lower
BK00282,960,956.7835,-3.21649169921875,Lower
BK00283,726,723.81635,-2.18365478515625,Lower
BK00284,264,265.76523,1.765228271484375,Raise
BK00285,1080,1079.2804,-0.7196044921875,Lower
BK00286,1062,1064.9668,2.966796875,Raise
BK00287,483,481.05173,-1.948272705078125,Lower
BK00289,1030,1029.2727,-0.727294921875,Lower
BK00290,528,534.51984,6.51983642578125,Raise
BK00291,1162,1170.3566,8.3565673828125,Raise
BK00292,895,897.11273,2.11273193359375,Raise
BK00293,460,463.7497,3.74969482421875,Raise
BK00294,530,533.17096,3.17095947265625,Raise
BK00295,242,241.98608,-0.013916015625,Lower
BK00296,1830,1825.5033,-4.4967041015625,Lower
BK00297,513,516.1263,3.12628173828125,Raise
BK00298,444,442.61633,-1.3836669921875,Lower
BK00299,796,796.00867,0.0086669921875,Raise
BK00300,2212,2213.7266,1.7265625,Raise
BK00301,174,174.49979,0.499786376953125,Raise
BK00302,1848,1847.0779,-0.922119140625,Lower
BK00303,744,742.89886,-1.10113525390625,Lower
BK00304,885,885.54767,0.54766845703125,Raise
BK00305,870,868.87494,-1.12506103515625,Lower
BK00306,750,759.9092,9.9091796875,Raise
BK00307,828,830.22815,2.2281494140625,Raise
BK00308,1155,1147.6741,-7.325927734375,Lower
BK00310,352,352.21365,0.213653564453125,Raise
BK00311,452,450.1881,-1.8118896484375,Lower
BK00312,520,522.81036,2.81036376953125,Raise
BK00313,904,903.96924,-0.03076171875,Lower
BK00314,1364,1360.253,-3.7469482421875,Lower
BK00315,798,799.4319,1.431884765625,Raise
BK00316,1781,1786.365,5.364990234375,Raise
BK00317,2418,2412.4182,-5.581787109375,Lower
BK00318,2198,2198.331,0.3310546875,Raise
BK00319,208,208.35762,0.3576202392578125,Raise
BK00320,1130,1129.7007,-0.29931640625,Lower
BK00321,332,334.60144,2.6014404296875,Raise
BK00322,872,874.7725,2.77252197265625,Raise
BK00323,1794,1791.6042,-2.395751953125,Lower
BK00324,1976,1973.3655,-2.634521484375,Lower
BK00325,186,186.4038,0.4037933349609375,Raise
BK00326,970,969.6573,-0.34271240234375,Lower
BK00327,1937,1937.1304,0.13037109375,Raise
BK00328,2405,2403.0945,-1.905517578125,Lower
BK00329,1650,1647.1077,-2.892333984375,Lower
BK00330,1320,1321.8477,1.84765625,Raise
BK00331,640,641.8717,1.8717041015625,Raise
BK00332,994,997.88715,3.88714599609375,Raise
BK00333,2044,2044.533,0.532958984375,Raise
BK00334,1742,1728.7695,-13.23046875,Lower
BK00335,459,456.94714,-2.0528564453125,Lower
BK00336,748,748.4164,0.4163818359375,Raise
BK00337,1134,1137.555,3.5550537109375,Raise
BK00339,416,417.1733,1.173309326171875,Raise
BK00340,357,352.7431,-4.25689697265625,Lower
BK00341,1710,1710.8433,0.84326171875,Raise
BK00342,990,985.5177,-4.4822998046875,Lower
BK00343,1064,1059.1246,-4.8753662109375,Lower
BK00344,1161,1156.7921,-4.2078857421875,Lower
BK00345,612,613.16376,1.16375732421875,Raise
BK00346,623,627.8822,4.8822021484375,Raise
BK00347,1404,1409.1992,5.19921875,Raise
BK00348,1970,1970.7102,0.710205078125,Raise
BK00349,390,388.95712,-1.042877197265625,Lower
BK00350,1067,1065.7849,-1.215087890625,Lower
BK00351,504,508.46945,4.469451904296875,Raise
BK00352,286,285.85822,-0.14178466796875,Lower
BK00353,2093,2084.814,-8.18603515625,Lower
BK00354,1392,1390.9142,-1.0858154296875,Lower
BK00355,640,635.0832,-4.91680908203125,Lower
BK00356,1452,1446.8461,-5.1539306640625,Lower
BK00357,1323,1326.1462,3.146240234375,Raise
BK00358,485,482.19998,-2.800018310546875,Lower
BK00359,204,203.44547,-0.554534912109375,Lower
BK00360,784,785.16364,1.16363525390625,Raise
BK00362,2093,2084.837,-8.1630859375,Lower
BK00363,274,275.04977,1.049774169921875,Raise
BK00364,1260,1262.5126,2.5125732421875,Raise
BK00365,1066,1068.7328,2.7327880859375,Raise
BK00366,216,216.67897,0.6789703369140625,Raise
BK00367,1072,1074.2411,2.2410888671875,Raise
BK00368,700,700.5489,0.54888916015625,Raise
BK00369,1991,1987.781,-3.218994140625,Lower
BK00370,1575,1582.3348,7.3348388671875,Raise
BK00371,693,693.60376,0.603759765625,Raise
BK00372,498,496.40027,-1.5997314453125,Lower
BK00373,900,894.70337,-5.296630859375,Lower
BK00374,515,514.1598,-0.8402099609375,Lower
BK00375,1544,1544.2703,0.270263671875,Raise
BK00376,553,558.04755,5.04754638671875,Raise
BK00377,1067,1065.7849,-1.215087890625,Lower
BK00378,350,350.83334,0.833343505859375,Raise
BK00379,1536,1535.7601,-0.2398681640625,Lower
BK00380,2158,2160.1677,2.167724609375,Raise
BK00381,960,956.7304,-3.26959228515625,Lower
BK00382,582,582.613,0.61297607421875,Raise
BK00383,500,504.25677,4.25677490234375,Raise
BK00384,206,204.33778,-1.6622161865234375,Lower
BK00385,1460,1469.0839,9.0838623046875,Raise
BK00386,520,519.2736,-0.72637939453125,Lower
BK00387,1314,1313.1195,-0.8804931640625,Lower
BK00388,255,255.9451,0.945098876953125,Raise
BK00389,1044,1040.5707,-3.4293212890625,Lower
BK00390,238,237.5377,-0.4622955322265625,Lower
BK00391,445,452.19687,7.196868896484375,Raise
BK00392,490,493.1378,3.137786865234375,Raise
BK00393,918,914.01764,-3.98236083984375,Lower
BK00394,327,328.8859,1.885894775390625,Raise
BK00395,159,159.41531,0.415313720703125,Raise
BK00396,884,883.2229,-0.777099609375,Lower
BK00397,486,489.31937,3.319366455078125,Raise
BK00398,1668,1667.0295,-0.970458984375,Lower
BK00399,1512,1508.3099,-3.6900634765625,Lower
BK00400,2492,2491.171,-0.8291015625,Lower
BK00401,975,969.9209,-5.0791015625,Lower
BK00402,441,440.77982,-0.220184326171875,Lower
BK00403,546,549.37317,3.3731689453125,Raise
BK00404,279,275.3929,-3.607086181640625,Lower
BK00405,868,870.96375,2.9637451171875,Raise
BK00406,567,566.2371,-0.76287841796875,Lower
BK00407,268,267.2953,-0.7047119140625,Lower
BK00408,258,257.3646,-0.635406494140625,Lower
BK00409,588,583.29865,-4.70135498046875,Lower
BK00410,497,498.26303,1.263031005859375,Raise
BK00411,730,722.2129,-7.787109375,Lower
BK00412,819,819.0974,0.097412109375,Raise
BK00413,1737,1735.1915,-1.8084716796875,Lower
BK00414,1092,1087.5958,-4.4041748046875,Lower
BK00415,688,685.2134,-2.78662109375,Lower
BK00417,159,159.41531,0.415313720703125,Raise
BK00418,605,606.19855,1.19854736328125,Raise
BK00419,858,857.3157,-0.684326171875,Lower
BK00420,394,394.14853,0.148529052734375,Raise
BK00421,1413,1400.704,-12.2960205078125,Lower
BK00422,365,367.00516,2.005157470703125,Raise
BK00423,480,481.84,1.839996337890625,Raise
BK00424,720,714.006,-5.9940185546875,Lower
BK00425,819,822.716,3.71600341796875,Raise
BK00426,730,722.2696,-7.73040771484375,Lower
BK00427,1890,1891.6669,1.6668701171875,Raise
BK00428,1032,1038.3837,6.3836669921875,Raise
BK00429,670,670.7382,0.73822021484375,Raise
BK00430,798,801.4507,3.45068359375,Raise
BK00431,1199,1201.724,2.7239990234375,Raise
BK00432,710,711.71533,1.71533203125,Raise
BK00433,336,333.5629,-2.437103271484375,Lower
BK00434,1225,1219.5856,-5.4144287109375,Lower
BK00435,1419,1419.9034,0.9034423828125,Raise
BK00436,996,994.2202,-1.77978515625,Lower
BK00437,670,670.71497,0.7149658203125,Raise
BK00438,480,477.60593,-2.394073486328125,Lower
BK00439,318,319.49734,1.497344970703125,Raise
BK00440,1104,1107.7532,3.753173828125,Raise
BK00441,396,393.66656,-2.33343505859375,Lower
BK00442,380,379.25183,-0.7481689453125,Lower
BK00443,276,275.25845,-0.741546630859375,Lower
BK00444,1722,1720.5067,-1.4932861328125,Lower
BK00445,1120,1120.6887,0.688720703125,Raise
BK00446,355,352.179,-2.821014404296875,Lower
BK00447,624,622.9906,-1.0093994140625,Lower
BK00448,2013,2014.9921,1.9920654296875,Raise
BK00449,798,796.3595,-1.6405029296875,Lower
BK00450,477,477.53558,0.53558349609375,Raise
BK00451,2184,2178.609,-5.39111328125,Lower
BK00452,720,720.19086,0.19085693359375,Raise
BK00453,1078,1077.8763,-0.1236572265625,Lower
BK00454,1344,1342.5857,-1.414306640625,Lower
BK00455,468,466.53302,-1.46697998046875,Lower
BK00456,1128,1125.4504,-2.549560546875,Lower
BK00457,496,496.27203,0.27203369140625,Raise
BK00458,576,576.5515,0.551513671875,Raise
BK00460,748,752.658,4.65802001953125,Raise
BK00461,198,196.49773,-1.5022735595703125,Lower
BK00462,854,850.3802,-3.61981201171875,Lower
BK00463,1197,1194.4884,-2.5115966796875,Lower
BK00464,2196,2192.9158,-3.084228515625,Lower
BK00465,1040,1044.755,4.7550048828125,Raise
BK00466,880,881.06793,1.06793212890625,Raise
BK00467,1898,1902.8762,4.876220703125,Raise
BK00468,462,457.05466,-4.945343017578125,Lower
BK00469,675,678.7393,3.73931884765625,Raise
BK00470,910,914.74786,4.74786376953125,Raise
BK00471,1495,1490.6117,-4.3883056640625,Lower
BK00472,840,836.84094,-3.1590576171875,Lower
BK00473,1612,1609.4767,-2.5233154296875,Lower
BK00474,1548,1553.1597,5.15966796875,Raise
BK00475,776,775.25885,-0.74114990234375,Lower
BK00476,1040,1044.755,4.7550048828125,Raise
BK00477,896,890.9412,-5.05877685546875,Lower
BK00478,583,584.1011,1.10107421875,Raise
BK00479,1309,1307.1685,-1.83154296875,Lower
BK00480,2123,2122.9468,-0.05322265625,Lower
BK00481,880,880.21484,0.21484375,Raise
BK00482,745,743.3557,-1.644287109375,Lower
BK00483,364,362.823,-1.177001953125,Lower
BK00484,210,208.50485,-1.495147705078125,Lower
BK00485,1449,1445.8152,-3.184814453125,Lower
BK00486,572,572.44476,0.44476318359375,Raise
BK00487,1630,1620.3774,-9.62255859375,Lower
BK00488,1224,1227.3356,3.3355712890625,Raise
BK00489,2535,2535.8452,0.84521484375,Raise
BK00490,630,628.1632,-1.8367919921875,Lower
BK00491,1386,1383.6812,-2.31884765625,Lower
BK00492,507,507.51373,0.51373291015625,Raise
BK00493,1224,1227.3356,3.3355712890625,Raise
BK00494,684,682.0901,-1.909912109375,Lower
BK00495,1120,1119.9867,-0.0133056640625,Lower
BK00496,2052,2044.8732,-7.1268310546875,Lower
BK00497,140,140.59073,0.590728759765625,Raise
BK00498,476,479.00372,3.00372314453125,Raise
BK00499,1484,1482.731,-1.26904296875,Lower
BK00500,1188,1188.2002,0.2001953125,Raise
BK00501,1316,1316.3809,0.380859375,Raise
BK00502,1932,1932.2839,0.283935546875,Raise
BK00503,286,285.85822,-0.14178466796875,Lower
BK00504,770,768.60205,-1.39794921875,Lower
BK00505,520,522.81036,2.81036376953125,Raise
BK00507,528,524.60706,-3.3929443359375,Lower
BK00508,378,376.65225,-1.347747802734375,Lower
BK00509,498,502.0702,4.0701904296875,Raise
BK00510,1557,1556.386,-0.614013671875,Lower
BK00511,979,982.50684,3.5068359375,Raise
BK00512,980,980.21387,0.2138671875,Raise
BK00513,1057,1056.4384,-0.5616455078125,Lower
BK00514,568,565.1518,-2.84820556640625,Lower
BK00515,1060,1056.1986,-3.8013916015625,Lower
BK00516,2450,2448.593,-1.406982421875,Lower
BK00517,1305,1305.1958,0.19580078125,Raise
BK00518,1351,1351.0162,0.0162353515625,Raise
BK00519,1440,1434.2001,-5.7999267578125,Lower
BK00520,1771,1770.1962,-0.8038330078125,Lower
BK00521,1260,1260.2582,0.2581787109375,Raise
BK00522,519,517.17365,-1.82635498046875,Lower
BK00523,1930,1934.2498,4.249755859375,Raise
BK00524,1035,1035.634,0.634033203125,Raise
BK00525,414,416.84836,2.848358154296875,Raise
BK00526,1770,1775.1256,5.1256103515625,Raise
BK00527,534,542.8191,8.819091796875,Raise
BK00528,1820,1820.6995,0.699462890625,Raise
BK00529,1833,1829.4006,-3.599365234375,Lower
BK00530,680,673.97363,-6.0263671875,Lower
BK00531,752,753.2111,1.21112060546875,Raise
BK00532,985,984.84863,-0.1513671875,Lower
BK00533,156,156.24527,0.245269775390625,Raise
BK00534,2280,2285.0554,5.055419921875,Raise
BK00535,804,807.0416,3.0416259765625,Raise
BK00536,1208,1211.569,3.5689697265625,Raise
BK00537,1358,1360.3705,2.3704833984375,Raise
BK00538,512,510.9947,-1.00531005859375,Lower
BK00539,539,541.0612,2.06121826171875,Raise
BK00541,546,549.3499,3.34991455078125,Raise
BK00542,1548,1553.1597,5.15966796875,Raise
BK00543,720,720.7825,0.782470703125,Raise
BK00544,583,584.1011,1.10107421875,Raise
BK00545,720,718.0467,-1.95330810546875,Lower
BK00546,940,940.7312,0.731201171875,Raise
BK00547,335,339.43054,4.4305419921875,Raise
BK00548,720,720.2141,0.214111328125,Raise
BK00549,738,733.09863,-4.9013671875,Lower
BK00550,858,855.9508,-2.0491943359375,Lower
BK00551,990,989.72943,-0.27056884765625,Lower
BK00552,1323,1319.4504,-3.549560546875,Lower
BK00553,840,843.5929,3.5928955078125,Raise
BK00554,1690,1687.8668,-2.1331787109375,Lower
BK00555,1742,1728.7695,-13.23046875,Lower
BK00556,940,940.7312,0.731201171875,Raise
BK00557,200,198.86957,-1.13043212890625,Lower
BK00558,850,852.1064,2.10638427734375,Raise
BK00559,1190,1189.5468,-0.4532470703125,Lower
BK00560,1288,1290.9523,2.9522705078125,Raise
BK00561,600,603.99316,3.9931640625,Raise
BK00562,763,763.00287,0.00286865234375,Raise
BK00563,366,369.88998,3.889984130859375,Raise
BK00564,925,923.05304,-1.94696044921875,Lower
BK00565,218,217.70792,-0.292083740234375,Lower
BK00566,1554,1558.7906,4.7906494140625,Raise
BK00567,520,518.26105,-1.73895263671875,Lower
BK00568,2086,2083.0608,-2.939208984375,Lower
BK00569,309,312.06628,3.0662841796875,Raise
BK00571,460,459.09555,-0.904449462890625,Lower
BK00572,915,913.7329,-1.26708984375,Lower
